#,Brand,Industry,Times Advertised,Unique Profiles,Decision Maker,Role,Email,Influencer1,Role,Email,Influencer2,Role,Email,Influencer3,Role,Email,Influencer4,Role,Email,Variants Merged,All Variants
6696.0,Feel & Touch,Fashion,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6697.0,Felix The Reaper,Gaming,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6698.0,F*ckin' Fine,Food,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6699.0,F1 Arcade,Entertainment,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6700.0,Factcool,Fashion,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6701.0,FAGE Flair Cottage Cheese,Food / Dairy,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6702.0,Faily Brakes 2,Gaming,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6703.0,Fairymade by Myrto Kliafa,Fashion,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6704.0,Fairytopia,Beauty & Fashion,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6705.0,Faith It Academy,Self-Improvement,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6706.0,EXALI,Fashion,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6707.0,EXAN,Automotive,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6708.0,Exclusive by Xara,Fashion,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6709.0,eXnatura,Beauty,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6710.0,Explore Noma,Pet,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6711.0,Extra,Food / Snacks,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6712.0,EZVIZ,Technology,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6713.0,F FOR DESIGN,Furniture,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6714.0,FORZZA,Automotive Parts / Accessories,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6715.0,Forzza Wheels,Automotive,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6716.0,Foteini Darra,Entertainment,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6717.0,Four Seasons Hotel Milano,Hospitality,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6718.0,FRAG (Fragbot merchandise/store),E-commerce / Retail,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6719.0,Frank & Oli,Food,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6720.0,Free Beach Bar,Hospitality,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6721.0,French Bull,Fashion,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6722.0,FLY DOG,Pet,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6723.0,Fly Olympia,Sports,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6724.0,Flythestore,Fashion,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6725.0,Folegandros.com,Travel,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6726.0,Food Expo Greece,Events / Trade Shows,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6727.0,Food Stories SKG,Food & Beverage / Marketing,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6728.0,For My Baby,Baby Clothing & Accessories,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6729.0,Forno Monteforte,Bakery / Food Service,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6730.0,Flexapil,Fitness,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6731.0,FlexStores,Fitness,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6732.0,Flocafe Espresso Room,Food & Beverage,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6733.0,Floralys,Household Goods,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6734.0,Florence by Mills,Beauty,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6735.0,Flormar,Beauty,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6736.0,Floutsou,Food,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6737.0,FLY ATHENS,Sports,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6738.0,Fiore di Moda Greece,Fashion,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6739.0,Firmoo Glasses,Eyewear,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6740.0,Fischer,Alcoholic Beverages,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6741.0,Fisher,Entertainment,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6742.0,Fit Lab,Fitness,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6743.0,FitBuddy,Nutrition / Dietetics,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6744.0,FlashGet Kids,Technology,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6745.0,Flegra Palace,Hospitality,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6746.0,Geelist,Fashion,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6747.0,GEHWOL,Beauty,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6748.0,Gellie,Beauty,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6749.0,Gemini Urbanwear,Fashion,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6750.0,George Headstone,Business Coaching & Digital Marketing,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6751.0,George Striftaris,Art,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6752.0,Georgios Pagkalos Plastic Surgery Clinic,Health & Beauty,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6753.0,GETAP.SHOP,Apparel and Accessories,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6754.0,Game of Thrones,Entertainment,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6755.0,Gancia,Alcoholic Beverages,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6756.0,GAND Furniture,Home,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6757.0,Gates of Olympus,Gaming,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6758.0,Gatorade,Beverages,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6759.0,Gatto Perso,Hospitality / Tourism,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6760.0,Gavriilidis,Food & Beverage,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6761.0,GEARUP FITNESS EQUIPMENT,Fitness Equipment,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6762.0,G-Shock,Fashion,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6763.0,G-Star Raw,Fashion,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6764.0,G-Touch Catering Specialists,Catering / Event Planning,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6765.0,G. Babiniotis Etymological Dictionary,Education,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6766.0,G9Skin,Beauty,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6767.0,Gagarin 205,Entertainment,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6768.0,GAKU Izakaya,Food,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6769.0,Galigalidis Art,Art,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6770.0,Frolic Stones,Jewelry,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6771.0,FSI Events,Entertainment,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6772.0,Fuddy Duddy Pizza Cones,Food & Beverage,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6773.0,Fuel,Automotive,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6774.0,Fujifilm,Photography,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6775.0,Funky Monkey Shoes,Fashion,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6776.0,Funny Bunny,Lifestyle / Retail / Toys,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6777.0,Furnibath,Bathroom Furniture,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6778.0,God of War: Sons of Sparta,Gaming,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6779.0,Golden Records Greece,Entertainment,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6780.0,Golden Rose Greece - Londessa,Beauty,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6781.0,Goldfield & Banks,Beauty,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6782.0,Gossip by Elena,Beauty,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6783.0,GP Barbers,Beauty,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6784.0,Grabjobs,Business,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6785.0,Grace & Mila,Fashion,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6786.0,Girls Only Catch Up Club,Fitness,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6787.0,Glam By Majha,Beauty,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6788.0,Glammedbyelena_,Beauty,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6789.0,GLARMY,Merchandising / Toys,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6790.0,GloboStar,Home & Garden Products,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6791.0,GlocalMe,Technology,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6792.0,Glooms,Fashion,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6793.0,Glow Era Natural Cosmetics,Beauty,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6794.0,Gianniris AutoMobility,Automotive,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6795.0,Giannis Barbaris,Music,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6796.0,Giannis Stefanidis,Music / Entertainment,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6797.0,Gio Kay,Entertainment,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6798.0,GIORGIANN,Apparel,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6799.0,Giorgos Reisopoulos,Music,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6800.0,Gioseppo,Footwear,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6801.0,Gipedaki.gr,Sports,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6802.0,GETAPSTUDIO,Education,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6803.0,GetUp Studio,Dance / Education,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6804.0,Geusi & Ousia,Food,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6805.0,Ghetto Queen,Music,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6806.0,Ghetto Tales ATH,Entertainment,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6807.0,GIAGOS.GR,Entertainment,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6808.0,Gialino Mousiko Theatro,Entertainment,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6809.0,Gianni Chiarini,Fashion,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6810.0,Hair House Katerina Karkakela,Beauty,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6811.0,Hairmate,Beauty,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6812.0,Haitoglou Bros,Food,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6813.0,Haleon,Health & Pharmaceuticals,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6814.0,Halls,Food,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6815.0,Handmade Schoinousa,Home Decor,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6816.0,Happy Hippie,Art,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6817.0,Hara Zamouzari,Beauty,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6818.0,Gruppo MD,Business Consulting and Services,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6819.0,Gtechniq,Car Care / Coatings,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6820.0,Guaba Beach Bar,Hospitality / Nightlife,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6821.0,Gulluoglu,Food,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6822.0,Gunfire Games,Gaming,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6823.0,Gyalino Mousiko Theatro,Entertainment,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6824.0,Gym Warriors,Fashion,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6825.0,Hair By Cozma,Beauty,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6826.0,Greek Ministry of Education (Υπουργείο Παιδείας),Education,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6827.0,Greek Ministry of Health (Υπουργείο Υγείας),Health,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6828.0,Greek Streetwear,E-commerce / Retail,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6829.0,Greek Tourism,Tourism,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6830.0,greek_vibes,Education,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6831.0,greekbooks.gr,Business,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6832.0,Grekodom Development,Real Estate,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6833.0,Grund Run Club,Fitness & Community,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6834.0,Grace Live Clubbing,Entertainment,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6835.0,GramA,Fashion,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6836.0,Grampsas Winery & Restaurant,Food & Beverage,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6837.0,Grand Resort Lagonissi,Hospitality,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6838.0,Granello,Food,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6839.0,Greece 2021 Committee,Cultural & Governmental Initiative,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6840.0,Greek Art - Souvenirs Giannis Vamvoukakis,Art,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6841.0,Greek Manufacturing / Nikolaskarmiris (implicit),Fashion Manufacturing,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6842.0,HiPRO (Danone),Dairy & Nutrition,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6843.0,Hogwarts Legacy,Gaming,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6844.0,Holafly,Telecommunications,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6845.0,Hollister,Fashion,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6846.0,HolyBox SKG,Food,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6847.0,Homathlon,Fitness,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6848.0,Home Fashion by Paipatis,Home,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6849.0,Hondos Center Apollonia Politia,Retail / Cosmetics,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6850.0,Hennessy,Alcohol,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6851.0,Hexagon by George Vakalis,Fitness,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6852.0,Hidden,Restaurant,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6853.0,High TV,Entertainment,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6854.0,Highwell,Health,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6855.0,HikeWave,Travel,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6856.0,Hilton Hotels & Resorts,Travel,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6857.0,HiPP,Baby Food / Formula,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6858.0,Healthix,Food,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6859.0,Heated Rivalry,Books,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6860.0,Heaven Events,Business,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6861.0,HELIOS Pasta,Food,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6862.0,Hellas Stones,Building Materials,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6863.0,Hellenic Armed Forces,Defense,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6864.0,Help Horses Ymittos,Animal Welfare / Non-Profit,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6865.0,HEMA-PLEX,Dietary Supplements,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6866.0,Harmony Graphics,Art,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6867.0,Harper's Bazaar Greece,Fashion,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6868.0,Harris Mytilinos,Beauty,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6869.0,Harrods,Luxury Retail / Department Store,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6870.0,HAUSBRANDT,Consumer Goods,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6871.0,Havana Club,Alcoholic Beverages,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6872.0,Health Bioland,Health Products Distribution,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6873.0,Health Pet,Pet,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6874.0,Iatros Nutrition,Health & Wellness,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6875.0,Ibra,Beauty,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6876.0,Ichiran Ramen,Food,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6877.0,Iconic by Efi,Fashion,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6878.0,Icy Nails,Beauty,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6879.0,iDonkey,Electronics Retail / Mobile Phone Accessories,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6880.0,IEK AKMH,Education,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6881.0,Ifigeneia Live Basement,Entertainment,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6882.0,Hymer,Automotive,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6883.0,Hype Society,Food,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6884.0,I Love Sandals,Fashion,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6885.0,i-Mob,Technology,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6886.0,iam skincare,Beauty,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6887.0,iamunicorn_design,Event Planning / Stationery,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6888.0,Ianemi Suites,Hospitality,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6889.0,IASO Hospital,Health,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6890.0,House of Angostura,Business,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6891.0,House of Sin,Fashion,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6892.0,HP Hair Boutique,Beauty / Hair Services,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6893.0,HQ Club Kavos,Entertainment,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6894.0,Hublot,Luxury Goods,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6895.0,Hubwins,Fashion,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6896.0,Hugging Face,Technology,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6897.0,HXOKYTTARO,Automotive,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6898.0,Honolulu Headbands,Fashion / Accessories,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6899.0,Hood Branded Barbershops,Beauty,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6900.0,Hoop District,Sports,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6901.0,Hoover,Home Appliances,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6902.0,Horafi Athinaiki Floristeria,Lifestyle,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6903.0,HORECA,Exhibition / Events,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6904.0,Hormonall,Health,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6905.0,Hotelshops,Fashion,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6906.0,Invitation.gr,Lifestyle,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6907.0,INVOID Laser & Beauty,Beauty,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6908.0,Invoid Spa,Beauty,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6909.0,IONIKI,Beauty,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6910.0,Ios The Project,Travel,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6911.0,IPONE,Automotive,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6912.0,IQ 160,Entertainment,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6913.0,Iris by Milaraki,Photography,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6914.0,Inflact,Technology,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6915.0,inmotionwithus,Fitness,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6916.0,Inner Ear Records,Music,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6917.0,Inspero.gr,Web Development / E-commerce Services,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6918.0,Insta-Stories-Viewer.com,Internet Services,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6919.0,Intersnack,Snack Food,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6920.0,Intersport Football Club Store,Retail,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6921.0,Invader Gear,Airsoft / Tactical Gear / Sporting Goods,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6922.0,Imagine Explainers,E-Learning / Software,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6923.0,iMarket,Consumer Electronics Retail,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6924.0,IMAX,Entertainment,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6925.0,In Love Boutique,Fashion & Accessories,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6926.0,IN Magazin,Lifestyle Media,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6927.0,Incretables,Food,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6928.0,Independent Living Shop,Educational Toys / Montessori Products,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6929.0,Infinity Nail Creations,Beauty,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6930.0,Iguazu,Food / Hospitality,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6931.0,Iguazu Athens,Food & Beverage / Hospitality,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6932.0,Ikigai,Food,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6933.0,Ikos Resorts,Travel,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6934.0,Il Trovatore,Food / Restaurant,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6935.0,Iliana's Handmade,Fashion,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6936.0,iliannejewelry,Fashion,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6937.0,Ilion Plus,Entertainment,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6938.0,Junior Clothes,Children's Clothing Retail,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6939.0,Just Beauty,Fashion,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6940.0,JW Anderson,Fashion,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6941.0,K Beauty,Beauty,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6942.0,K Grill,Food,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6943.0,K Lifes,Health & Wellness,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6944.0,k. beauty THE BRAND,Beauty,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6945.0,K.AND. Jewel,Fashion,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6946.0,Jetblack Shop,Fashion,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6947.0,Jigott,Beauty,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6948.0,JobFind Career Portal,Business,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6949.0,Jocks,Fashion,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6950.0,John Malath Marketing Services,Marketing / Business Consulting,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6951.0,Jordan Fashion Greece,Fashion,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6952.0,Joy's Birth,Beauty,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6953.0,Junda,Fashion,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6954.0,Jacuzzi,Food,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6955.0,Jaded London,Fashion,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6956.0,Jaipur Palace,Restaurant / Hospitality,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6957.0,JALPLAST,Beauty,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6958.0,Japan Racing Wheels,Automotive,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6959.0,Jasmine Skiathos,Bar & Restaurant,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6960.0,Jasna Liverios,Beauty,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6961.0,Jason Auto Moto Rental,Travel,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6962.0,Iris Straw,Lifestyle,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6963.0,Irregular Choice,Fashion,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6964.0,Irtzi (Ίρτζι),Restaurant / Food Service,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6965.0,Ishtar Alabina,Music,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6966.0,Island Athens Riviera,Hospitality / Nightlife,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6967.0,ITA Airways,Airline,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6968.0,IV Design,Home,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6969.0,Ivy Bears,Health,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6970.0,Kenzo,Fashion,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6971.0,Keratin Lab,Beauty,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6972.0,Kesidis Dumplings,Food,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6973.0,KETAP,Arts,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6974.0,Ketel One Vodka,Alcoholic Beverages,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6975.0,Kewpie,Food,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6976.0,Key Pharmacy,Beauty,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6977.0,KHY,Fashion,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6978.0,KateMeets,Digital Product Sales / Travel,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6979.0,Katerina Papasideri,Entertainment,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6980.0,Katerina Vergeti - Aesthetic Dentistry,Health,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6981.0,Katia Annoussi,Nutrition,3.0,2.0,,,,,,,,,,,,,,,,1.0,
6982.0,Katrina Tsantali,Literature,3.0,1.0,,,,,,,,,,,,,,,,1.0,
6983.0,Kayak Pure Magic,Food,3.0,3.0,,,,,,,,,,,,,,,,1.0,
6984.0,Kedima Artisanal Jewels,Jewelry,3.0,3.0,,,,,,,,,,,,,,,,1.0,
